Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2022-01-26,Greenwood Medical Center,Pediatrics,Houston,26-40,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2022-08-02,St. Mary's Clinic,Orthopedics,New York,18-25,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2022-09-11,City Hospital,Neurology,Houston,18-25,1
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2019-06-01,City Hospital,Pediatrics,Phoenix,41-60,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-01-24,Greenwood Medical Center,Neurology,Phoenix,18-25,3
The treatment was effective/comprehensive/excellent.,Positive,1,2018-12-14,Central Health Care,Orthopedics,New York,41-60,1
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-08-13,Greenwood Medical Center,Orthopedics,Phoenix,26-40,4
I am very satisfied with the care/service I received here.,Positive,1,2020-05-13,Greenwood Medical Center,Emergency,Los Angeles,18-25,3
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2019-07-24,St. Mary's Clinic,Cardiology,Phoenix,18-25,1
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2022-07-26,City Hospital,Orthopedics,Chicago,18-25,3
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2023-01-27,Central Health Care,Emergency,New York,26-40,1
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-04-08,St. Mary's Clinic,Cardiology,Los Angeles,18-25,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2021-09-07,City Hospital,Cardiology,Houston,61+,5
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2021-02-05,St. Mary's Clinic,Cardiology,Los Angeles,26-40,5
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2018-01-24,Central Health Care,Orthopedics,Chicago,18-25,2
I had to wait for hours/a long time before being attended to.,Negative,0,2020-08-24,Greenwood Medical Center,Pediatrics,Houston,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2021-01-03,City Hospital,Neurology,New York,61+,5
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2019-11-23,Greenwood Medical Center,Cardiology,Los Angeles,18-25,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2018-10-29,City Hospital,Cardiology,Phoenix,18-25,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-09-08,Central Health Care,Orthopedics,Phoenix,41-60,4
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-01-28,St. Mary's Clinic,Neurology,Houston,18-25,2
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-12-30,St. Mary's Clinic,Pediatrics,Phoenix,61+,1
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2022-01-17,St. Mary's Clinic,Neurology,Los Angeles,61+,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2020-02-06,Central Health Care,Cardiology,Houston,61+,2
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2022-05-31,City Hospital,Orthopedics,Phoenix,26-40,3
I had to wait for hours/a long time before being attended to.,Negative,0,2021-10-11,Greenwood Medical Center,Orthopedics,Chicago,18-25,1
I am very satisfied with the care/service I received here.,Positive,1,2023-10-10,Central Health Care,Orthopedics,Houston,26-40,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-03-28,St. Mary's Clinic,Cardiology,Los Angeles,26-40,1
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2023-06-18,City Hospital,Orthopedics,Houston,61+,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2019-08-14,City Hospital,Cardiology,Houston,18-25,4
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-01-30,Central Health Care,Pediatrics,Phoenix,26-40,4
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2018-10-23,St. Mary's Clinic,Neurology,Houston,26-40,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2021-03-17,Central Health Care,Emergency,Houston,26-40,2
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-07-17,Central Health Care,Emergency,Phoenix,61+,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2023-05-12,City Hospital,Pediatrics,Chicago,26-40,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2019-01-20,St. Mary's Clinic,Emergency,New York,41-60,3
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2020-02-29,Greenwood Medical Center,Neurology,Houston,41-60,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-01-26,City Hospital,Pediatrics,Chicago,18-25,5
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-07-29,City Hospital,Orthopedics,Phoenix,26-40,5
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2018-10-16,Greenwood Medical Center,Cardiology,Los Angeles,61+,1
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-01-13,St. Mary's Clinic,Pediatrics,Phoenix,41-60,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-04-24,Greenwood Medical Center,Orthopedics,Phoenix,18-25,3
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2023-12-11,Greenwood Medical Center,Orthopedics,Phoenix,61+,1
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-03-22,St. Mary's Clinic,Emergency,Chicago,18-25,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-02-24,City Hospital,Neurology,Chicago,26-40,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2018-07-18,City Hospital,Emergency,Chicago,26-40,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2023-01-09,Central Health Care,Orthopedics,Phoenix,61+,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-09-12,City Hospital,Cardiology,Phoenix,41-60,2
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2023-06-08,City Hospital,Pediatrics,Houston,61+,1
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2018-06-07,Greenwood Medical Center,Orthopedics,Houston,61+,5
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2020-08-19,St. Mary's Clinic,Cardiology,Chicago,61+,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2018-01-17,St. Mary's Clinic,Cardiology,Phoenix,41-60,1
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2023-06-13,City Hospital,Orthopedics,Los Angeles,26-40,1
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2023-09-21,Greenwood Medical Center,Emergency,Houston,26-40,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-01-23,City Hospital,Pediatrics,Los Angeles,61+,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-10-09,Greenwood Medical Center,Emergency,New York,61+,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2023-05-22,St. Mary's Clinic,Neurology,New York,41-60,5
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2021-09-08,Greenwood Medical Center,Cardiology,Houston,41-60,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2019-05-29,St. Mary's Clinic,Neurology,Chicago,61+,2
I had to wait for hours/a long time before being attended to.,Negative,0,2019-03-21,St. Mary's Clinic,Cardiology,Phoenix,18-25,2
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2018-06-01,City Hospital,Emergency,Phoenix,18-25,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-12-26,Central Health Care,Emergency,Los Angeles,61+,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2020-03-15,City Hospital,Emergency,Houston,18-25,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-08-30,Central Health Care,Neurology,Chicago,61+,5
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2019-02-26,Central Health Care,Neurology,Phoenix,61+,1
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-02-28,St. Mary's Clinic,Orthopedics,Los Angeles,41-60,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2022-03-22,Central Health Care,Cardiology,Houston,61+,1
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-07-18,St. Mary's Clinic,Orthopedics,Los Angeles,61+,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2022-08-30,St. Mary's Clinic,Pediatrics,Houston,41-60,1
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2022-04-19,St. Mary's Clinic,Neurology,New York,26-40,4
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2022-06-24,City Hospital,Neurology,Phoenix,18-25,5
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2023-08-26,Greenwood Medical Center,Neurology,Phoenix,26-40,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-05-14,City Hospital,Neurology,Los Angeles,26-40,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2022-02-02,St. Mary's Clinic,Neurology,Houston,61+,4
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2019-10-11,Greenwood Medical Center,Pediatrics,New York,26-40,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-01-08,City Hospital,Neurology,Chicago,18-25,5
